relative_path,class_name,class_idx,filename,width,height,mode
EuroSAT_RGB/AnnualCrop/AnnualCrop_1.jpg,AnnualCrop,0,AnnualCrop_1.jpg,64,64,RGB
EuroSAT_RGB/AnnualCrop/AnnualCrop_10.jpg,AnnualCrop,0,AnnualCrop_10.jpg,64,64,RGB
EuroSAT_RGB/AnnualCrop/AnnualCrop_100.jpg,AnnualCrop,0,AnnualCrop_100.jpg,64,64,RGB
EuroSAT_RGB/AnnualCrop/AnnualCrop_1000.jpg,AnnualCrop,0,AnnualCrop_1000.jpg,64,64,RGB
EuroSAT_RGB/AnnualCrop/AnnualCrop_1001.jpg,AnnualCrop,0,AnnualCrop_1001.jpg,64,64,RGB
EuroSAT_RGB/AnnualCrop/AnnualCrop_1002.jpg,AnnualCrop,0,AnnualCrop_1002.jpg,64,64,RGB
EuroSAT_RGB/AnnualCrop/AnnualCrop_1003.jpg,AnnualCrop,0,AnnualCrop_1003.jpg,64,64,RGB
EuroSAT_RGB/AnnualCrop/AnnualCrop_1004.jpg,AnnualCrop,0,AnnualCrop_1004.jpg,64,64,RGB
EuroSAT_RGB/AnnualCrop/AnnualCrop_1005.jpg,AnnualCrop,0,AnnualCrop_1005.jpg,64,64,RGB
EuroSAT_RGB/AnnualCrop/AnnualCrop_1006.jpg,AnnualCrop,0,AnnualCrop_1006.jpg,64,64,RGB
EuroSAT_RGB/AnnualCrop/AnnualCrop_1007.jpg,AnnualCrop,0,AnnualCrop_1007.jpg,64,64,RGB
EuroSAT_RGB/AnnualCrop/AnnualCrop_1008.jpg,AnnualCrop,0,AnnualCrop_1008.jpg,64,64,RGB
EuroSAT_RGB/AnnualCrop/AnnualCrop_1009.jpg,AnnualCrop,0,AnnualCrop_1009.jpg,64,64,RGB
EuroSAT_RGB/AnnualCrop/AnnualCrop_101.jpg,AnnualCrop,0,AnnualCrop_101.jpg,64,64,RGB
EuroSAT_RGB/AnnualCrop/AnnualCrop_1010.jpg,AnnualCrop,0,AnnualCrop_1010.jpg,64,64,RGB
EuroSAT_RGB/AnnualCrop/AnnualCrop_1011.jpg,AnnualCrop,0,AnnualCrop_1011.jpg,64,64,RGB
EuroSAT_RGB/AnnualCrop/AnnualCrop_1012.jpg,AnnualCrop,0,AnnualCrop_1012.jpg,64,64,RGB
EuroSAT_RGB/AnnualCrop/AnnualCrop_1013.jpg,AnnualCrop,0,AnnualCrop_1013.jpg,64,64,RGB
EuroSAT_RGB/AnnualCrop/AnnualCrop_1014.jpg,AnnualCrop,0,AnnualCrop_1014.jpg,64,64,RGB
EuroSAT_RGB/AnnualCrop/AnnualCrop_1015.jpg,AnnualCrop,0,AnnualCrop_1015.jpg,64,64,RGB
EuroSAT_RGB/AnnualCrop/AnnualCrop_1016.jpg,AnnualCrop,0,AnnualCrop_1016.jpg,64,64,RGB
EuroSAT_RGB/AnnualCrop/AnnualCrop_1017.jpg,AnnualCrop,0,AnnualCrop_1017.jpg,64,64,RGB
EuroSAT_RGB/AnnualCrop/AnnualCrop_1018.jpg,AnnualCrop,0,AnnualCrop_1018.jpg,64,64,RGB
EuroSAT_RGB/AnnualCrop/AnnualCrop_1019.jpg,AnnualCrop,0,AnnualCrop_1019.jpg,64,64,RGB
EuroSAT_RGB/AnnualCrop/AnnualCrop_102.jpg,AnnualCrop,0,AnnualCrop_102.jpg,64,64,RGB
EuroSAT_RGB/AnnualCrop/AnnualCrop_1020.jpg,AnnualCrop,0,AnnualCrop_1020.jpg,64,64,RGB
EuroSAT_RGB/AnnualCrop/AnnualCrop_1021.jpg,AnnualCrop,0,AnnualCrop_1021.jpg,64,64,RGB
EuroSAT_RGB/AnnualCrop/AnnualCrop_1022.jpg,AnnualCrop,0,AnnualCrop_1022.jpg,64,64,RGB
EuroSAT_RGB/AnnualCrop/AnnualCrop_1023.jpg,AnnualCrop,0,AnnualCrop_1023.jpg,64,64,RGB
EuroSAT_RGB/AnnualCrop/AnnualCrop_1024.jpg,AnnualCrop,0,AnnualCrop_1024.jpg,64,64,RGB
EuroSAT_RGB/AnnualCrop/AnnualCrop_1025.jpg,AnnualCrop,0,AnnualCrop_1025.jpg,64,64,RGB
EuroSAT_RGB/AnnualCrop/AnnualCrop_1026.jpg,AnnualCrop,0,AnnualCrop_1026.jpg,64,64,RGB
EuroSAT_RGB/AnnualCrop/AnnualCrop_1027.jpg,AnnualCrop,0,AnnualCrop_1027.jpg,64,64,RGB
